超人总动员2
准备直播 倒计时 三 二 一  And we're back live in three, two, one...
这是一个历史性的时刻  This is a momentous occasion.
我们今天所要完成的是  We've all managed to accomplish
当今世界上一项罕见的壮举  something extraordinarily rare in today's world.
那就是我们达成了共识  We agree on something.
要撤销一个错误的决定  We agree to undo a bad decision.
要让来自  To make sure
世界各国的少数  a few extraordinarily gifted members...
超能力拥有者在社会上得到公平对待  of the world's many countries are treated fairly.
我们还要邀请他们用自己的能力  To invite them once again to use their gifts...
造福世界  to benefit the world.
我要感谢到场的所有人  I thank all of you
你们代表了各个国家对超人的支持  for representing your nation's commitment to superheroes.
我特别要感谢塞立克大使  With special thanks to Ambassador Selick.
对 没关系 尽情鼓掌  Yeah, it's okay. Let her hear you.
谢谢 非常感谢  Thank you. Thank you so much.
谢谢您 大使  Thank you, Ambassador,
您的支持来的最早也非常关键  for your early and very crucial support.
恐怕没有任何一个人比您更适合  I can't think of anyone more deserving than you...
第一个在国际超人协定上  to be the first signature
签上自己的名字  on the International Superhero Accord.
我签好了  There it is!
不是吧  Holy cow!
我就知道是着火了 赶快给我灭掉  I know he's on fire. Just put him out.
他们来了  They're coming.
把遥控器给他没事么  Is it okay to give him that?
难道你还有什么别的好办法  I wasn't hearing any better ideas.
不  No!
快来 小杰  Come on, Jack  Jack.
我们得走了  We have to go.
要吃饼干吗  Cookie num  num?
妈妈 妈妈    我看到他了 他跑了  Mama, Mama.    I see him. He's getting away!
退后  Stand back.
丫的    他是去找妈妈了  Darn it!    He's heading for Mom.
签署完成了 超人得以重见天日  It is done. The world is super again.
来合个影 来吧 大家来合影了  Group photo. Come on. Group photo, everyone.
站近一点 历史性的一刻  Squeeze in. That's it. Historic occasion.
呵呵 大家笑一笑  Everyone, smile.
开始第二步行动  Go on phase two.
多年来我们遭到压迫 如同过街老鼠般  Years of mandated hiding and silence
这使得我们超人群体对社会充满愤恨  have made us bitter.
你们现在让我们重见天日  You bring us out into the light...
只是你们缺乏自制力  only to clean up the messes
无法解决自己造成的问题  your lack of discipline creates.
你们的身体和精神都太过软弱  Your bodies and your character are weak.
你们的承诺都是空谈 你们会为此付出代价  Your promises are empty, and you will pay for it.
我们不在为你们而战  We no longer serve you.
我们只为自己而战  We serve only us.
只有强大才能生存  May the fittest survive.
哦 我们  Well, we, um...
看来直播出现了一些情况  Some very alarming moments there...
可能是有些技术问题  before the, uh, technical difficulties.
请不要走开  Please bear with us.
设呢么  What?
求救 求救 求救  Mayday! Mayday! Mayday!
等一下 让他说完  Hold! Let him talk.
有超人闯进来占领了驾驶舱 重复一遍  Superheroes have forcibly taken the bridge. Repeat.
重复一遍  Now.
再转  A little further.
再转 停下  Little further. Stop.
什么情况 一个宝宝  What the... A baby?
爸爸妈妈 鲁修斯叔叔  Mom and Dad. Uncle Lucius?
妈妈 妈妈    小杰 不要  My mama.    Jack  Jack, no!
有超能力的宝宝  A super baby?
不不不不不  No, no, no!
快把他放下  Put him down!
抓住她  Grab her!    No!
抱着小杰  Hold Jack  Jack.
不  No!
嗨 是我  Hey, it's me!
上次我也是这么说的  Yeah, that's what I thought last time.
孩子们 你们怎么  Kids, what are you...
过来救我们了  You came for us?
别生我们的气  Don't be mad.
啊 好孩子 我怎么可能生气  Oh, sweetie, how could I be mad?
我是很骄傲  I'm proud.
抱歉 我不是想打扰你们温馨的团聚  Not to break up a tender moment,
不过我们这是在哪  but where are we?
这是迪沃科技的船吗  Is this DEVTECH's ship?
是伊芙琳那个家伙创造了屏霸  Evelyn Deavor controls the Screenslaver...
而且刚才她还控制了我们  and until a second ago, us.
船员在哪  Where's the crew?
碰撞即将发生 请调整航线  Collision detected. Correct course.
那是我干的么  Uh  oh. Did I do that?
妈妈 你的超能服 换上这个  Mom, the suit? Try this.
第三步 现在执行第三步  Phase Three. Go on Phase Three!
孩子们怎么在这 你难道没去我家  Why are the kids here? You didn't go to the house?
我去了你家  I went to the house.
你们没逃走吗 你们怎么没逃走  You didn't escape? How did you not escape?
嘿 我们刚救了你  Hey! We just saved you!
逃走 谁在逃走  Escape? Escape from who?
就是他们  Those guys!
小杰居然有超能力了  What the...? Jack  Jack has powers?
当然了 打完了再跟你说  We know. Fight now, talk later.
小杰  Jack  Jack.
激光眼  Laser eyes!
快跟我来 温斯顿  Come with me, Winston.
我的头好晕啊    你在这很安全  Did I faint?    You'll be safe here.
安全 这里怎么了  Safe? Safe from what?
那些外交官们呢 超…超人呢  Where are the diplomats? The supers?
还在催眠呢  Still hypnotized.
你都干了些什么  What have you done?
伊芙琳逃走了  Evelyn, she's escaping.
那就…快去追她啊  Well, go after her.
完成你的任务  Finish your mission.
我不能就这么走了 孩子怎么办  I can't just go! What about the kids?
小杰呢 谁来照顾    妈  Jack  Jack, who's gonna...    Mom!
快去 我们能搞定的  Go. We've got this.
穿越侠 你跟我来  Voyd, come with me.
我去关闭发动机  I'll go shut down the engine.
我去船头想办法让船减速  I'll try to slow the ship from the bow.
慢着 有个人不见了 那个挤压东西的家伙去哪了  Wait, someone's missing. Where's the crusher guy?
系上安全带 快  Strap in now!
我这是为了你好  It's for your own good.
不  No!
这才是  This is.
我们太迟了    送我上飞机  We're too late.    Get me up to the jet.
嘿 这是你干的 你能把这些复原吗  Hey, you did this. Can you undo it?
你想让我反碾压一下吗  You want me to un  crush?
怎么 没人这么要求过我啊  What? No one's ever asked for that?
没有 反碾压太傻了 干嘛要反碾压  No. To un  crush is silly. Why un  crush?
我要进引擎室  To get into the engine room.
噢 算了 已经没有时间了  Oh, forget it. We don't have enough time.
那你能反打一下左勾拳吗  What if I said to un  punch someone?
这根本没法打  What do you do?
欢迎登机 弹力女超人  Welcome aboard, Elastigirl.
虽然我们现在  Although we haven't yet reached
还没有达到巡航高度  our cruising altitude...
你可以在机舱内自由活动  feel free to roam about the cabin.
或者你放松  Or just relax...
让机舱在你身边翻滚  and let the cabin roam about you.
我进不了引擎室  I can't get to the engine room!
我们总得想出个办法  We gotta do something!
因为船已经不能减速了  Because trying to slow it down ain't working.
那我们让船转向呢  Hey! What about turning the boat?
船的方向杆已经毁掉了  The steering's been destroyed!
小飞是说 从外面转弯  Dash means from the outside!    Yeah!
要折断水翼  If we break off one of the foils
再使劲转动船舵  and turn the rudder...
正义号就不会撞上岸边了  we can veer the ship away from the city!
这办法也许有用  That might work.
我去推船头 你去推船尾  I'll turn the front, you turn the rear.
转动船舵 那可是在水下  Using the rudder? That's underwater.
我又怎么才能  How am I supposed to get...
好吧 跟我过来孩子们  All right. Come on, kids.
爸爸 我知道这办法能成功  Dad, I know this is going to work.
但是万一不成功 船撞上岸边了  But if it doesn't, and we crash...
我的防护罩比船体更坚固  my shields are probably better protection than the ship.
我应该留在这 保护好小杰  I should stay here. With Jack  Jack.
真不愧是我女儿  That's my girl.
记住了 鲍勃 我们两个都往右转  Remember, Bob, we're both turning right!
我还挺难过的  You know what's sad?
若不是不是因为你的理想信念  If it weren't for your core beliefs...
我们也许还会成为好朋友  I think we could have been good friends.
至少我还有…  At least...
我还有理想  I have core beliefs.
有突发新闻  We have breaking news...
虽然我们还没有收到相应的视频信号  While there is still no radio contact,
正义号已经转向  the ship has changed direction...
用最快的速度朝着  and is heading towards land
城市海岸行驶了  at a high rate of speed.
小飞  So, Dash...
我 现在下去找船舵  I am going to the rudder.
轮船一旦转向 你就按下按钮 把我拉上来  Once I turn the ship, you hit the pull up button.
好的 爸爸    现在放我下去  Okay, Dad.    Now lower me down...
你们超人的好名声 已经毁了  The reputations of superheroes are ruined.
你们永远不能再合法化了  You will never become legal. Ever.
永远么  Never?
永远  No.
真的吗    没错  Ever?    No.
连一点点机会都没有么  Not even a little smidgee  widgee?
你缺氧了啊  Oh, hypoxia.
一旦你的氧气不足  When you don't have enough oxygen,
世界就显得特别的傻  things seem really silly.
世界变的越来越傻  Things get sillier
然后你就  and sillier and then you die.
我还不想死 不想死  I don't wanna die.
说真的 没人想死  Ah, nobody does.
不过  Really.
蠢死也不错  Not such a bad way to go.
所有人 请你们马上到船尾去  Everyone, we need to get to the back of the ship.
所有超人 保护好大使  All supers, protect your ambassadors!
走这边  Follow.
爸爸下去的时间太长了  Dad's been underwater for too long.
我得把他拉下来  We gotta pull him up.
等等 现在还太早  Wait. It's too soon.
我要按下按钮了  I'm gonna press the button!
还不行  Not yet!
船头动了 成功了  It's turning. It's working.
快    小飞 快按  Now!    Dash, now!
快变成降落伞  Save yourself. Make a chute.
快变 快变 快变  Make a chute. Make a chute.
变成降落伞  Make a chute!
荷莉 站稳了  Helen! Brace yourselves!
要撞上了  Crash positions!
我居然没有看到小杰的第一种超能力  I missed Jack  Jack's first power?
其实你已经错过了十七种了  Actually, you missed the first 17.
就算你出手救了我 也不能证明你是对的  The fact that you saved me doesn't make you right.
但至少现在你还活着  But it does make you alive.
对此我也十分感谢  And I'm grateful for that.
我很遗憾 不过她要进监狱了  I'm sorry, but she'll go to prison.
我也很遗憾 她那么有钱  Well, I'm sorry she's rich
大概费不了多大的劲就能出狱了吧  and will probably get no more than a slap on the wrist.
我想说 巴小倩 我很喜欢你  First of all, Violet, I like you.
还有 谁知道未来还会发生什么  And who knows what the future may bring...
但是我对你们大家都有很好的预感  but I have a good feeling about all of you.
嗯哼 好的预感  Hmm. Good feeling.
谁知道将来会怎么样  Should we be worried?
你们站下一班岗 我去休息了  You guys got the next shift. I'm beat. Oh!
我看到了你刚才的表现 太出色了  I saw what you did back there. That was incredible!
我没想着用双关语来着  No pun intended.
抱歉我当时揍了你  Sorry I had to punch you.
真棒 去兜风咯  Yeah, baby! My sweet ride!
鉴于拥有超能力的超人群体  And in recognition of the extraordinary service
为社会所做出的杰出贡献  they have demonstrated...
我宣布 现在正式恢复超人和超能力的  the legal status of superheroes
合法地位  is hereby restored.
你还不认识我 是这样吗  You don't know me, do you?
我不认识你  No, I don't...
慢着  Wait.
你就是餐厅里呛水的那个  Are you the girl with the water?
我叫巴小倩  I'm Violet Parr.
我叫托尼  I'm Tony.    Okay.
你分成几个组之类的…  You split up into separate groups and stuff...
托尼 这是我妈妈  Tony, this is my mom.
很高兴认识你  Pleased to meet you.
这是我爸爸    你好 我们见过  This is my dad.    Oh, we've met.
真是很尴尬  And this is embarrassing.
我很帅气吧  Charmed, I'm sure.
是我弟弟 小飞  My little brother, Dash.
后面的小朋友 是我弟弟小杰  And the baby is Jack  Jack.
我已经努力劝说他们只来一个人就行了  I tried to limit it to one parent.
我们正好都要去看电影 托尼 不用在意  We're all going to a movie, too, Tony. Don't mind us.
我们会远远的  We'll be sitting
坐在电影院的另一边  on the other side of the theater.
不会打扰你们的  Not watching you.
他是说着玩的  He's kidding.
他们只是开车送我们到电影院门口  They are only dropping us off at the theater.
接下来他们还有别的事要忙呢  They have other things to do.
看来你们家人关系很好啊  So, you guys are close, I guess.
是的 是这样    也许你能加入我们大家一起更亲密呢  Yeah, I guess.    We can get closer.
鲍勃  Bob.
停车 让我们出去  Stop! Let us out!
我要大份爆米花 小份汽水  Here, large popcorn, small soda.
买中间位置 最好倒数第八排  Save me a seat, center, about eight rows back.
片头广告结束之前我就回来  I'll be back before the previews are over.
